category,Original Text,Confidence,Context,Context,Argument 1,Argument 1,Relation,Relation,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Claim Id
3900,"""A photograph shows former deputy director of the FBI Andrew McCabe being escorted out of the building by security after he left his position in January 2018.""",0.4165289098892234,,,he,"(123, 125)",left,"(126, 130)",his position,"(131, 143)",,,,,,,in January 2018,"(144, 159)",,,,,,,,,1762
3906,"""Claimed Vice President Mike “Pence used a private server when he was governor of Indiana” for government business.""",0.3808945036672451,,,he,"(65, 67)",was governor of,"(68, 83)",Indiana,"(84, 91)",,,,,,,,,,,,,,,,,1765
3907,"""Claimed Vice President Mike “Pence used a private server when he was governor of Indiana” for government business.""",0.4953178616921359,,,Mike,"(26, 30)",(is] Vice President (of],"(11, 25)",Claimed,"(3, 10)",,,,,,,,,,,,,,,,,1765
3908,"""Claimed Vice President Mike “Pence used a private server when he was governor of Indiana” for government business.""",0.5680679595514976,,,he,"(65, 67)",was,"(68, 71)",governor of Indiana,"(72, 91)",,,,,,,,,,,,,,,,,1765
3909,"""Claimed Vice President Mike “Pence used a private server when he was governor of Indiana” for government business.""",0.923898542488126,,,Claimed Vice President Mike Pence,"(3, 37)",used,"(38, 42)",a private server,"(43, 59)",for government business,"(93, 116)",,,,,when he was governor of Indiana,"(60, 91)",,,,,,,,,1765
3914,"""“Trey Gowdy Ends The Russia Investigation ONCE AND FOR ALL – Do You Support Him?”""",0.4649296389869295,,,You,"(13, 16)",Support,"(17, 24)",Him,"(25, 28)",,,,,,,,,,,,,,,,,1769
3915,"""“Trey Gowdy Ends The Russia Investigation ONCE AND FOR ALL – Do You Support Him?”""",0.95274106210661,,,Trey Gowdy,"(8, 18)",Ends,"(19, 23)",The Russia Investigation,"(24, 48)",,,,,,,ONCE,"(49, 53)",,,,,,,,,1769
3916,"""Southwest Airlines is giving away free air travel tickets to those who follow online links.""",0.20559444671221985,,,those,"(64, 69)",follow,"(74, 80)",online links,"(81, 93)",,,,,,,,,,,,,,,,,1770
3917,"""Southwest Airlines is giving away free air travel tickets to those who follow online links.""",0.8218381543027697,,,Southwest Airlines,"(3, 21)",is giving away,"(22, 36)",free air travel tickets,"(37, 60)",to those,"(61, 69)",,,,,,,,,,,,,,,1770
3918,"""Claimed Acting FBI Director Andrew McCabe “got $700,000” from Hillary Clinton for his wife’s 2015 state Senate campaign in Virginia.""",0.9990000128746032,,,Claimed Acting FBI Director Andrew McCabe,"(0, 0)",got,"(0, 0)",$ 700000 ,,,,,,,,,,,,,,,,,,1771
3919,"""Claimed Acting FBI Director Andrew McCabe “got $700,000” from Hillary Clinton for his wife’s 2015 state Senate campaign in Virginia.""",0.4953178616921359,,,Andrew McCabe,"(31, 44)",(is] Acting FBI Director (of],"(11, 30)",Claimed,"(3, 10)",,,,,,,,,,,,,,,,,1771
3920,"""Claimed Acting FBI Director Andrew McCabe “got $700,000” from Hillary Clinton for his wife’s 2015 state Senate campaign in Virginia.""",0.9281019747438568,,,Claimed Acting FBI Director Andrew McCabe,"(3, 44)",got,"(46, 49)","$700,000","(50, 58)",from Hillary Clinton,"(60, 80)",,,,,,,,,,,,,,,1771
3922,"""A few Democratic lawmakers were spotted checking their phones during President Trump's State of the Union address.""",0.8618510395507126,,,A few Democratic lawmakers,"(3, 29)",checking,"(43, 51)",their phones,"(52, 64)",,,,,,,during President Trump's State of the Union address,"(65, 116)",,,,,,,,,1773
3923,"""A few Democratic lawmakers were spotted checking their phones during President Trump's State of the Union address.""",0.7685182436997187,,,A few Democratic lawmakers,"(3, 29)",were spotted,"(30, 42)",,,,,,,,,,,,,,,,,,,1773
3924,"""MIT offers a ""pirate certificate"" to students who complete four physical education courses.""",0.8772656277736296,,,students,"(42, 50)",complete,"(55, 63)",four physical education courses,"(64, 95)",,,,,,,,,,,,,,,,,1774
3925,"""MIT offers a ""pirate certificate"" to students who complete four physical education courses.""",0.8550806581371961,,,MIT,"(3, 6)",offers,"(7, 13)",a pirate certificate,"(14, 36)",to students,"(39, 50)",,,,,,,,,,,,,,,1774
3930,"""Swallowing active dry yeast before drinking alcohol will prevent you from getting drunk.""",0.3607472239201407,,,you,"(68, 71)",from getting,"(72, 84)",drunk,"(85, 90)",,,,,,,,,,,,,,,,,1777
3931,"""Swallowing active dry yeast before drinking alcohol will prevent you from getting drunk.""",0.8912547147453854,,,Swallowing active dry yeast before drinking alcohol,"(3, 54)",will prevent,"(55, 67)",you,"(68, 71)",from getting drunk,"(72, 90)",,,,,,,,,,,,,,,1777
3932,"""A sign posted on a public beach by the city of Melbourne, Australia tells visitors to refrain from consuming of pork and alcohol and to be respectful during Islamic prayer times.""",0.8942434158739456,,,visitors,"(81, 89)",to refrain,"(90, 100)",from consuming of alcohol,"(101, 126)",,,,,,,,,,,,,,,,,1778
3933,"""A sign posted on a public beach by the city of Melbourne, Australia tells visitors to refrain from consuming of pork and alcohol and to be respectful during Islamic prayer times.""",0.9383119524695256,,,Australia,"(65, 74)",tells,"(75, 80)",visitors,"(81, 89)",to refrain from consuming of alcohol,"(90, 126)",,,,,,,,,,,,,,,1778
3934,"""A sign posted on a public beach by the city of Melbourne, Australia tells visitors to refrain from consuming of pork and alcohol and to be respectful during Islamic prayer times.""",0.8942434158739456,,,visitors,"(81, 89)",to refrain,"(90, 100)",from consuming of pork,"(101, 123)",,,,,,,,,,,,,,,,,1778
3935,"""A sign posted on a public beach by the city of Melbourne, Australia tells visitors to refrain from consuming of pork and alcohol and to be respectful during Islamic prayer times.""",0.9383119524695256,,,Australia,"(65, 74)",tells,"(75, 80)",visitors,"(81, 89)",to refrain from consuming of pork,"(90, 123)",,,,,,,,,,,,,,,1778
3936,"""A sign posted on a public beach by the city of Melbourne, Australia tells visitors to refrain from consuming of pork and alcohol and to be respectful during Islamic prayer times.""",0.9064683704715876,,,Australia,"(65, 74)",to be,"(90, 95)",respectful,"(96, 106)",,,,,,,during Islamic prayer times,"(107, 134)",,,,,,,,,1778
3937,"""A sign posted on a public beach by the city of Melbourne, Australia tells visitors to refrain from consuming of pork and alcohol and to be respectful during Islamic prayer times.""",0.9383119524695256,,,Australia,"(65, 74)",tells,"(75, 80)",visitors,"(81, 89)",to be respectful during Islamic prayer times,"(90, 134)",,,,,,,,,,,,,,,1778
3945,"""An online graphic accurately details President Trump's notable accomplishments during his first four months in office.""",0.4863620180533142,,,An online graphic,"(3, 20)",accurately details,"(21, 39)",President Trump's notable accomplishments,"(40, 81)",,,,,,,during his first four months in office,"(82, 120)",,,,,,,,,1782
3949,"""A 400-pound woman sued a Paris zoo after an escaped hippo tried to rape her.""",0.8168011096700715,an escaped hippo tried,"(44, 66)",an escaped hippo,"(44, 60)",tried to rape,"((61, 66), (67, 74))",her,"(75, 78)",,,,,,,,,,,,,,,,,1784
3950,"""A 400-pound woman sued a Paris zoo after an escaped hippo tried to rape her.""",0.8168011096700715,,,an escaped hippo,"(44, 60)",tried,"(61, 66)",to rape her,"(67, 78)",,,,,,,,,,,,,,,,,1784
3951,"""A 400-pound woman sued a Paris zoo after an escaped hippo tried to rape her.""",0.8904585087270267,,,A 400-pound woman,"(3, 20)",sued,"(21, 25)",a Paris zoo,"(26, 37)",,,,,,,after an escaped hippo tried to rape her,"(38, 78)",,,,,,,,,1784
3952,"""An NFL ""entertainment lawyer"" was found dead hours after telling reporters that the upcoming Super Bowl was “rigged.”""",0.8213565040700419,An NFL   entertainment lawyer after telling,"(3, 69)",the upcoming Super Bowl,"(85, 108)",was,"(109, 112)",rigged,"(114, 120)",,,,,,,,,,,,,,,,,1785
3953,"""An NFL ""entertainment lawyer"" was found dead hours after telling reporters that the upcoming Super Bowl was “rigged.”""",0.8416883741311866,,,An NFL entertainment lawyer,"(3, 32)",after telling,"(56, 69)",reporters,"(70, 79)",that the upcoming Super Bowl was rigged,"(80, 120)",,,,,,,,,,,,,,,1785
3954,"""An NFL ""entertainment lawyer"" was found dead hours after telling reporters that the upcoming Super Bowl was “rigged.”""",0.7918942959137041,,,the upcoming Super Bowl,"(85, 108)",rigged,"(114, 120)",,,,,,,,,,,,,,,,,,,1785
3955,"""An NFL ""entertainment lawyer"" was found dead hours after telling reporters that the upcoming Super Bowl was “rigged.”""",0.9171864415711972,,,An NFL entertainment lawyer,"(3, 32)",was found,"(35, 44)",,,,,,,,,dead hours after telling reporters that the upcoming Super Bowl was rigged,"(45, 120)",,,,,,,,,1785
3959,"""At the 2018 World Economic Forum in Davos, Switzerland, President Trump told billionaire George Soros to ""go to hell.""""",0.9729809030941632,,,President Trump,"(59, 74)",told,"(75, 79)",billionaire George Soros,"(80, 104)",to go to hell,"(105, 120)",,,,,,,,,,,At the 2018 World Economic Forum in Davos,"(3, 44)",,,1788
3960,"""President Trump offered that those who donate to reelection campaign on the day before his 2018 State of the Union address can have their name displayed during a Trump campaign-run livestream of the address.""",0.7237134640985435,President Trump offered those who donate to reelection campaign on the day before his 2018 State of the Union address can have,"(3, 134)",their name,"(135, 145)",displayed,"(146, 155)",,,,,,,,,during a Trump campaign-run livestream of the address,"(156, 209)",,,,,,,,,1789
3961,"""President Trump offered that those who donate to reelection campaign on the day before his 2018 State of the Union address can have their name displayed during a Trump campaign-run livestream of the address.""",0.17266224705986466,President Trump offered those who donate to reelection campaign on the day before his 2018 State of the Union address can have,"(3, 134)",those,"(32, 37)",donate to reelection,"((42, 48), (49, 62))",campaign,"(63, 71)",,,,,,,on the day before his 2018 State of the Union address,"(72, 125)",,,,,,,,,1789
3962,"""President Trump offered that those who donate to reelection campaign on the day before his 2018 State of the Union address can have their name displayed during a Trump campaign-run livestream of the address.""",0.17266224705986466,President Trump offered those who donate to reelection campaign on the day before his 2018 State of the Union address can have,"(3, 134)",those,"(32, 37)",donate,"(42, 48)",to reelection campaign on the day before his 2018 State of the Union address,"(49, 125)",,,,,,,,,,,,,,,,,1789
3963,"""President Trump offered that those who donate to reelection campaign on the day before his 2018 State of the Union address can have their name displayed during a Trump campaign-run livestream of the address.""",0.8914756840613478,President Trump offered,"(3, 26)",those who donate to reelection campaign on the day before his 2018 State of the Union address,"(32, 125)",can have,"(126, 134)",their name displayed during a Trump campaign-run livestream of the address,"(135, 209)",,,,,,,,,,,,,,,,,1789
3964,"""President Trump offered that those who donate to reelection campaign on the day before his 2018 State of the Union address can have their name displayed during a Trump campaign-run livestream of the address.""",0.7881256328756877,,,President Trump,"(3, 18)",offered,"(19, 26)",that those who donate to reelection campaign on the day before his 2018 State of the Union address can have their name displayed during a Trump campaign-run livestream of the address,"(27, 209)",,,,,,,,,,,,,,,,,1789
3969,"""Teenagers are participating in a dangerous new internet craze known as the ""No Lackin Challenge,"" and a Memphis boy was shot in the head during an instance of the fad gone awry.""",0.7665350501724939,,,the fad,"(164, 171)",gone,"(172, 176)",awry,"(177, 181)",,,,,,,,,,,,,,,,,1792
3970,"""Teenagers are participating in a dangerous new internet craze known as the ""No Lackin Challenge,"" and a Memphis boy was shot in the head during an instance of the fad gone awry.""",0.9329286852051248,,,a Memphis boy,"(107, 120)",was shot,"(121, 129)",,,,,,,,,during an instance of the fad,"(142, 171)",,,,,in the head,"(130, 141)",,,1792
3971,"""Teenagers are participating in a dangerous new internet craze known as the ""No Lackin Challenge,"" and a Memphis boy was shot in the head during an instance of the fad gone awry.""",0.9520806423106366,,,a dangerous new internet craze,"(34, 64)",known,"(65, 70)",as the No Lackin Challenge,"(71, 99)",,,,,,,,,,,,,,,,,1792
3972,"""Teenagers are participating in a dangerous new internet craze known as the ""No Lackin Challenge,"" and a Memphis boy was shot in the head during an instance of the fad gone awry.""",0.919775969655244,,,Teenagers,"(3, 12)",are participating,"(13, 30)",in a dangerous new internet craze,"(31, 64)",,,,,,,,,,,,,,,,,1792
3978,"""Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.""",0.9990000128746032,,,Charles and Elizabeth Koch,"(0, 0)",contributed,"(0, 0)",nearly $ 500000,,,,,,,,,,,,,,,,,,1796
3979,"""Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.""",0.9025935852517506,Charles and Elizabeth Koch contributed,"(3, 41)",Charles and Elizabeth Koch,"(3, 29)","contributed nearly $500,000 after successfully passing","((30, 41), (42, 57))",the GOP tax plan,"(122, 138)",,,,,,,,,,,,,in the United States House of Representatives,"(139, 184)",,,1796
3980,"""Charles and Elizabeth Koch contributed nearly $500,000 to Paul Ryan’s fundraising committee after successfully passing the GOP tax plan in the United States House of Representatives.""",0.9579134693618594,,,Charles and Elizabeth Koch,"(3, 29)",contributed,"(30, 41)","nearly $500,000","(42, 57)",to Paul Ryan's fundraising committee,"(58, 94)",,,,,after successfully passing the GOP tax plan in the United States House of Representatives,"(95, 184)",,,,,,,,,1796
3981,"""The world-famous mime artist Marcel Marceau worked with the French underground as a teenager and help save many Jewish children from death at the hands of the Nazis during World War II.""",0.8396499491243721,,,help,"(0, 4)",save,"(5, 9)",many Jewish children,"(10, 30)",from death,"(31, 41)",,,,,during World War II,"(68, 87)",,,,,at the hands of the Nazis,"(42, 67)",,,1797
3982,"""The world-famous mime artist Marcel Marceau worked with the French underground as a teenager and help save many Jewish children from death at the hands of the Nazis during World War II.""",0.9205578370056476,,,The world - famous mime artist,"(6, 36)",worked,"(52, 58)",with the French underground,"(59, 86)",as a teenager,"(87, 100)",,,,,,,,,,,,,,,1797
3983,"""The NFL announced that it will not be televising the national anthem before the Super Bowl in February 2018.""",0.4425102217565157,The NFL announced,"(3, 20)",it,"(26, 28)",will not be televising,"(29, 51)",the national anthem,"(52, 71)",,,,,,,before the Super Bowl,"(72, 93)",in February 2018,"(94, 110)",,,,,,,1798
